geoid,state_fips,state,name_county,name.x,population,median_income,median_home_value,median_age,vacancy_rate,longitude,latitude,climate_val,climate_flag,growing_val,growing_flag,type,type_name,clean_name
0644574,06,CA,Los Angeles,"Lynwood city, California",65291,70236,569400,33.1,0.023560377479617384,-118.20165992851027,33.923996961755506,0.23716956704900946,FALSE,-1.7676620066194992,FALSE,origin,Origin City,Lynwood
0645022,06,CA,Madera,"Madera city, California",67133,63619,335900,30.4,0.05862050369411638,-120.08616275547186,36.96575111489062,0.40590091639009207,FALSE,13.003791514200286,TRUE,risk,City at Risk,Madera
0645484,06,CA,San Joaquin,"Manteca city, California",86521,94718,561200,36.6,0.0450079801383224,-121.22642366540613,37.792712029871744,0.2659808690458564,FALSE,28.235440588985426,TRUE,risk,City at Risk,Manteca
0646842,06,CA,Riverside,"Menifee city, California",107020,89183,487200,38.2,0.059414181007866405,-117.18486140897102,33.690921323350594,0.35160961275032754,TRUE,42.444074223224554,TRUE,destination,Destination City,Menifee
0646898,06,CA,Merced,"Merced city, California",89766,59938,347700,29.8,0.05909339906874829,-120.47788428641057,37.3056919318361,0.3659041640037959,TRUE,16.97832905142178,TRUE,destination,Destination City,Merced
0647766,06,CA,Santa Clara,"Milpitas city, California",78216,176822,1180000,36.4,0.040756123122307183,-121.8921082834467,37.43360380744214,0.31066298948037374,FALSE,21.817028213824916,TRUE,risk,City at Risk,Milpitas
0648256,06,CA,Orange,"Mission Viejo city, California",92415,136071,946300,46.1,0.0419965075669383,-117.65514472890987,33.60955296228015,0.3948943864941562,FALSE,-1.4428517457656311,FALSE,origin,Origin City,Mission Viejo
0648354,06,CA,Stanislaus,"Modesto city, California",218614,77899,415600,35.4,0.041138695796094006,-121.00298419358664,37.63718533140983,0.28026196668165054,TRUE,11.313081215771403,TRUE,destination,Destination City,Modesto
0648816,06,CA,Los Angeles,"Montebello city, California",61376,74955,660700,39.4,0.03518946282007176,-118.110788524463,34.01548974975679,0.23716956704900946,FALSE,2.666055434967823,TRUE,risk,City at Risk,Montebello
0648914,06,CA,Los Angeles,"Monterey Park city, California",59639,77605,818300,45.5,0.060866808568452516,-118.13255413880432,34.049695159445605,0.23716956704900946,FALSE,0.7038434483537273,TRUE,risk,City at Risk,Monterey Park
0649270,06,CA,Riverside,"Moreno Valley city, California",210378,87477,461400,32.1,0.03258375401560349,-117.20455157341507,33.92438844743654,0.35160961275032754,TRUE,13.613810124860677,TRUE,destination,Destination City,Moreno Valley
0649670,06,CA,Santa Clara,"Mountain View city, California",82363,179917,1927400,35.3,0.09896827443899922,-122.07960281788927,37.400028920620144,0.31066298948037374,FALSE,11.706592711338999,TRUE,risk,City at Risk,Mountain View
0650076,06,CA,Riverside,"Murrieta city, California",111621,109780,606900,36,0.04969709966225272,-117.19081886329411,33.571889947565005,0.35160961275032754,TRUE,10.22223986212449,TRUE,destination,Destination City,Murrieta
0650258,06,CA,Napa,"Napa city, California",78816,102231,824500,41.2,0.0626285286969527,-122.30091780454936,38.29738311175001,0.39611487374416704,FALSE,4.225192332876105,TRUE,risk,City at Risk,Napa
0650398,06,CA,San Diego,"National City city, California",55960,64248,580900,36.6,0.05733908321354416,-117.09811830466835,32.665321675984295,0.42594943582171474,FALSE,1.2343589972478899,TRUE,risk,City at Risk,National City
0651182,06,CA,Orange,"Newport Beach city, California",84304,158461,2000001,46,0.1578144685365692,-117.86674785851014,33.615159637549525,0.3948943864941562,FALSE,-1.6435680546418698,FALSE,origin,Origin City,Newport Beach
0652526,06,CA,Los Angeles,"Norwalk city, California",100713,98709,616600,36.5,0.019929788634535216,-118.08289238387997,33.90689128222555,0.23716956704900946,FALSE,-1.3868972480236055,FALSE,origin,Origin City,Norwalk
0652582,06,CA,Marin,"Novato city, California",52689,112193,1007100,47.8,0.03885778802276897,-122.55750989702129,38.09197266531684,0.3908674000002097,FALSE,-0.3998880237269722,FALSE,origin,Origin City,Novato
0653000,06,CA,Alameda,"Oakland city, California",438072,97369,924700,37.6,0.07808482435173306,-122.21646179430776,37.79041858721446,0.3517389118677574,FALSE,15.98380305475702,TRUE,risk,City at Risk,Oakland
0653322,06,CA,San Diego,"Oceanside city, California",172542,93724,702000,38.1,0.07981241759558912,-117.30828231661764,33.2247318285081,0.42594943582171474,FALSE,5.945777866950075,TRUE,risk,City at Risk,Oceanside
0653896,06,CA,San Bernardino,"Ontario city, California",178347,82806,568000,33.1,0.041618896835362414,-117.60641342706526,34.03926087062104,0.36758745709462837,TRUE,11.220838024491785,TRUE,destination,Destination City,Ontario
0653980,06,CA,Orange,"Orange city, California",138723,116945,900700,36.9,0.036092551614497176,-117.82174996377088,33.803822369029554,0.3948943864941562,FALSE,3.065502640090647,TRUE,risk,City at Risk,Orange
0654652,06,CA,Ventura,"Oxnard city, California",201014,93372,617800,34,0.06898411100726148,-119.18149201238535,34.1963475330807,0.3522754004172856,FALSE,3.8914280485378123,TRUE,risk,City at Risk,Oxnard
0655156,06,CA,Los Angeles,"Palmdale city, California",165487,81151,435300,33.2,0.04129471188537264,-118.10572010546018,34.594443479412,0.23716956704900946,FALSE,13.53379515780291,TRUE,risk,City at Risk,Palmdale
0655184,06,CA,Riverside,"Palm Desert city, California",51551,79508,491600,56.7,0.34001202711567896,-116.36948122604787,33.737747488861245,0.35160961275032754,TRUE,5.959768278991396,TRUE,destination,Destination City,Palm Desert
0655282,06,CA,Santa Clara,"Palo Alto city, California",67231,220408,2000001,42.5,0.10479659153380978,-122.1467455008599,37.390490553298065,0.31066298948037374,FALSE,4.722131876114077,TRUE,risk,City at Risk,Palo Alto
0655618,06,CA,Los Angeles,"Paramount city, California",52546,70912,500400,33.2,0.016249571477545424,-118.16510686574064,33.89765937485416,0.23716956704900946,FALSE,2.1176784527241375,TRUE,risk,City at Risk,Paramount
0656000,06,CA,Los Angeles,"Pasadena city, California",136462,103778,1045000,40.1,0.09103781840166739,-118.13895815609771,34.159685883859204,0.23716956704900946,FALSE,1.5888894202172148,TRUE,risk,City at Risk,Pasadena
0656700,06,CA,Riverside,"Perris city, California",79349,82523,431900,31.3,0.03470597022357218,-117.22333259785874,33.789757749710255,0.35160961275032754,TRUE,27.45722534447006,TRUE,destination,Destination City,Perris
0656784,06,CA,Sonoma,"Petaluma city, California",59321,109823,834900,45,0.027654778198212705,-122.62660540210165,38.242258922777204,0.3759018337381909,FALSE,2.3989089240312755,TRUE,risk,City at Risk,Petaluma
0656924,06,CA,Los Angeles,"Pico Rivera city, California",60821,86956,621400,39.2,0.02760256929575835,-118.08880103678487,33.99009155553757,0.23716956704900946,FALSE,-0.3500878898793123,FALSE,origin,Origin City,Pico Rivera
0657456,06,CA,Contra Costa,"Pittsburg city, California",75868,101099,583100,35.8,0.03168259723137772,-121.89652782172904,38.018154122816455,0.32010033131426796,FALSE,22.403270833250673,TRUE,risk,City at Risk,Pittsburg
0657526,06,CA,Orange,"Placentia city, California",52384,110575,871000,38,0.03225990310629809,-117.85519967244917,33.88088705576165,0.3948943864941562,FALSE,4.8828834265892525,TRUE,risk,City at Risk,Placentia
0657792,06,CA,Alameda,"Pleasanton city, California",77500,186206,1432300,42.4,0.036632592540906395,-121.88048754789367,37.66630453597997,0.3517389118677574,FALSE,10.716576481464518,TRUE,risk,City at Risk,Pleasanton
0658072,06,CA,Los Angeles,"Pomona city, California",148391,78869,569600,35.4,0.044325633468138094,-117.76260052788443,34.058482333095846,0.23716956704900946,FALSE,4.153892335025562,TRUE,risk,City at Risk,Pomona
0658240,06,CA,Tulare,"Porterville city, California",62765,59012,273600,31.2,0.03885143570536829,-119.0339461232197,36.06452971809674,0.33261669945075256,TRUE,19.444634724869225,TRUE,destination,Destination City,Porterville
0659444,06,CA,Sacramento,"Rancho Cordova city, California",80656,89120,451400,35.4,0.03411863107269812,-121.25270280131973,38.573677474336996,0.3595535877040543,FALSE,26.625017650931646,TRUE,risk,City at Risk,Rancho Cordova
0659451,06,CA,San Bernardino,"Rancho Cucamonga city, California",174693,109511,694400,37.9,0.03254082211907704,-117.56214905890944,34.13061117795179,0.36758745709462837,TRUE,5.7421171525420505,TRUE,destination,Destination City,Rancho Cucamonga
0659920,06,CA,Shasta,"Redding city, California",93268,69443,363800,38.7,0.07919973958985402,-122.36556426959645,40.57023833071196,0.3307314679604613,TRUE,6.4192608599894925,TRUE,destination,Destination City,Redding
0659962,06,CA,San Bernardino,"Redlands city, California",72985,99158,583000,35.6,0.04561508980235966,-117.17120930238369,34.051101580388156,0.36758745709462837,TRUE,7.631223053509116,TRUE,destination,Destination City,Redlands
0660018,06,CA,Los Angeles,"Redondo Beach city, California",69814,144588,1225400,40.7,0.0742614391802056,-118.37710555379817,33.85730418603838,0.23716956704900946,FALSE,2.624710059084081,TRUE,risk,City at Risk,Redondo Beach
0660102,06,CA,San Mateo,"Redwood City city, California",82423,150840,1838800,37.5,0.06522545926888106,-122.2252161229826,37.50208645323968,0.3280952282674336,FALSE,8.531347799611988,TRUE,risk,City at Risk,Redwood City
0660466,06,CA,San Bernardino,"Rialto city, California",103866,85521,454400,31.8,0.037764242207094234,-117.38923578487741,34.11750097499765,0.36758745709462837,TRUE,9.869159302873985,TRUE,destination,Destination City,Rialto
0660620,06,CA,Contra Costa,"Richmond city, California",115396,90038,650100,37.6,0.0423835104243084,-122.33883242891105,37.948158924145076,0.32010033131426796,FALSE,14.608007501216433,TRUE,risk,City at Risk,Richmond
0662000,06,CA,Riverside,"Riverside city, California",316241,88575,542100,33.1,0.048782246022346945,-117.39489944847664,33.93813884212838,0.35160961275032754,TRUE,7.750739359592281,TRUE,destination,Destination City,Riverside
0662364,06,CA,Placer,"Rocklin city, California",72340,120916,673300,38.2,0.034690171748505715,-121.24886400957394,38.80753207961947,0.2559517849810836,TRUE,27.20877881808434,TRUE,destination,Destination City,Rocklin
0662896,06,CA,Los Angeles,"Rosemead city, California",50340,72248,729600,44.5,0.06222076215505913,-118.08232001699301,34.068826796406164,0.23716956704900946,FALSE,-3.8327320888729917,FALSE,origin,Origin City,Rosemead
0662938,06,CA,Placer,"Roseville city, California",152438,117354,630600,39.8,0.03636847621741228,-121.31960713339947,38.77029794637594,0.2559517849810836,TRUE,29.89103706443013,TRUE,destination,Destination City,Roseville
0664000,06,CA,Sacramento,"Sacramento city, California",524802,83753,484600,35.7,0.05327104134915322,-121.46846381746174,38.56761220916199,0.3595535877040543,FALSE,16.546481442537846,TRUE,risk,City at Risk,Sacramento
0664224,06,CA,Monterey,"Salinas city, California",161993,89150,610900,32.1,0.034995354598947044,-121.63167782929158,36.6882906899982,0.33220757189772593,FALSE,8.31102985528922,TRUE,risk,City at Risk,Salinas
0665000,06,CA,San Bernardino,"San Bernardino city, California",221774,63988,384900,31.9,0.04556518058264169,-117.29431261118647,34.14157721870637,0.36758745709462837,TRUE,13.050679207568422,TRUE,destination,Destination City,San Bernardino
0665042,06,CA,Ventura,"San Buenaventura (Ventura) city, California",109900,100407,778700,41,0.05969682762931708,-119.2313193345108,34.27406839326979,0.3522754004172856,FALSE,4.597072053018665,TRUE,risk,City at Risk,San Buenaventura
0665084,06,CA,Orange,"San Clemente city, California",63510,134735,1220500,44.6,0.09594746716697936,-117.61022862581387,33.44992338468095,0.3948943864941562,FALSE,1.5169362452885202,TRUE,risk,City at Risk,San Clemente
0666000,06,CA,San Diego,"San Diego city, California",1385061,104321,848500,36,0.06701831313331653,-117.12223213150367,32.831102764077826,0.42594943582171474,FALSE,8.234531281783406,TRUE,risk,City at Risk,San Diego
0667000,06,CA,San Francisco,"San Francisco city, California",836321,141446,1380500,39.7,0.11880196917933042,-122.44503526295898,37.75559194544745,0.15693036736806737,FALSE,4.80630713384772,TRUE,risk,City at Risk,San Francisco
0667112,06,CA,Riverside,"San Jacinto city, California",54756,78281,391600,32.4,0.05756350309617086,-116.99156784535552,33.79697210285364,0.35160961275032754,TRUE,33.561354588571014,TRUE,destination,Destination City,San Jacinto
0668000,06,CA,Santa Clara,"San Jose city, California",990054,141565,1187800,38.1,0.04748759684951233,-121.84820231877465,37.301194909165865,0.31066298948037374,FALSE,7.168283207967793,TRUE,risk,City at Risk,San Jose
0668084,06,CA,Alameda,"San Leandro city, California",88531,98063,813600,41.5,0.04280625677559238,-122.159969732487,37.70741672241765,0.3517389118677574,FALSE,6.67066403345675,TRUE,risk,City at Risk,San Leandro
0668196,06,CA,San Diego,"San Marcos city, California",94078,105286,792400,36.8,0.04262904975972717,-117.17432658197858,33.13524721634045,0.42594943582171474,FALSE,18.989535187850656,TRUE,risk,City at Risk,San Marcos
0668252,06,CA,San Mateo,"San Mateo city, California",103555,152669,1563200,38,0.06294925879663453,-122.31211109468626,37.55220265141101,0.3280952282674336,FALSE,7.160212822328122,TRUE,risk,City at Risk,San Mateo
0668364,06,CA,Marin,"San Rafael city, California",60604,109317,1246200,43.5,0.0397323641169668,-122.52208163682063,37.990482703847704,0.3908674000002097,FALSE,4.2584676690884855,TRUE,risk,City at Risk,San Rafael
0668378,06,CA,Contra Costa,"San Ramon city, California",85734,197358,1359100,40.9,0.02355573101723911,-121.93540971264756,37.76208041444692,0.32010033131426796,FALSE,20.77205938027445,TRUE,risk,City at Risk,San Ramon
0669000,06,CA,Orange,"Santa Ana city, California",311639,88354,657800,34.3,0.03231251214299592,-117.8818052991513,33.73670422453437,0.3948943864941562,FALSE,-1.0543338131361968,FALSE,origin,Origin City,Santa Ana
0669070,06,CA,Santa Barbara,"Santa Barbara city, California",88024,101672,1466400,39.4,0.06143790849673202,-119.72018007064251,34.428494842623145,0.27900852460743825,FALSE,-1.0406261060832,FALSE,origin,Origin City,Santa Barbara
0669084,06,CA,Santa Clara,"Santa Clara city, California",129239,173670,1527900,34.5,0.06331187603592492,-121.9679770844517,37.36458146119357,0.31066298948037374,FALSE,16.606465560104333,TRUE,risk,City at Risk,Santa Clara
0669088,06,CA,Los Angeles,"Santa Clarita city, California",229021,119926,721000,38.1,0.032477380217972446,-118.4988719494945,34.419892955721586,0.23716956704900946,FALSE,30.359694827795746,TRUE,risk,City at Risk,Santa Clarita
0669112,06,CA,Santa Cruz,"Santa Cruz city, California",60953,111427,1180100,30.7,0.08869543275296493,-122.03451819891822,36.97892655766702,0.3871791424957351,FALSE,2.388738483394882,TRUE,risk,City at Risk,Santa Cruz
0669196,06,CA,Santa Barbara,"Santa Maria city, California",109880,84617,478200,29.3,0.03707136237256719,-120.4431784114988,34.93332342324982,0.27900852460743825,FALSE,13.687029068490666,TRUE,risk,City at Risk,Santa Maria
0670000,06,CA,Los Angeles,"Santa Monica city, California",91535,109739,1810200,42.9,0.11309444264141578,-118.48102992408566,34.023426126977306,0.23716956704900946,FALSE,1.6473910206369737,TRUE,risk,City at Risk,Santa Monica
0670098,06,CA,Sonoma,"Santa Rosa city, California",177216,97410,685000,40.5,0.038429559899099505,-122.70672907670304,38.445823331904016,0.3759018337381909,FALSE,9.091005490530755,TRUE,risk,City at Risk,Santa Rosa
0670224,06,CA,San Diego,"Santee city, California",59485,105613,653400,39.5,0.031491329479768786,-116.98513190632019,32.85542260553101,0.42594943582171474,FALSE,10.318997883820803,TRUE,risk,City at Risk,Santee
0672016,06,CA,Ventura,"Simi Valley city, California",125769,117703,753500,41.8,0.02239315862555377,-118.74896419407085,34.266278226914075,0.3522754004172856,FALSE,2.2307895770251625,TRUE,risk,City at Risk,Simi Valley
0673080,06,CA,Los Angeles,"South Gate city, California",91836,71315,608500,35.2,0.02375147463625639,-118.19258515194456,33.94474527212962,0.23716956704900946,FALSE,2.0566186744089126,TRUE,risk,City at Risk,South Gate
0673262,06,CA,San Mateo,"South San Francisco city, California",64487,135909,1160100,42.4,0.0570837285504872,-122.41962470974532,37.65380822925076,0.3280952282674336,FALSE,5.00576763899894,TRUE,risk,City at Risk,South San Francisco
0673430,06,CA,Los Angeles,"South Whittier CDP, California",55201,98974,641700,35.1,0.03729678036340452,-118.0311446821864,33.93360476168106,0.23716956704900946,FALSE,-2.004316124282874,FALSE,origin,Origin City,South Whittier
0675000,06,CA,San Joaquin,"Stockton city, California",320470,76851,412900,33.7,0.06345576675718165,-121.310087003654,37.97676655106714,0.2659808690458564,FALSE,14.231395338898961,TRUE,risk,City at Risk,Stockton
0677000,06,CA,Santa Clara,"Sunnyvale city, California",153455,181862,1816600,35.1,0.04881245146259384,-122.02553551151557,37.383619303309324,0.31066298948037374,FALSE,11.830416832152869,TRUE,risk,City at Risk,Sunnyvale
0678120,06,CA,Riverside,"Temecula city, California",110404,117840,640400,36.3,0.03914175663212716,-117.13141261770735,33.4927604255826,0.35160961275032754,TRUE,11.361276885917782,TRUE,destination,Destination City,Temecula
